x,y,z,date
0.21,1.71,0.55,2018-12-11 10:52:40.210695
2.52,1.11,2.55,2018-12-11 10:52:40.232564
3.22,1.19,1.74,2018-12-11 10:52:40.254548
4.14,0.83,0.04,2018-12-11 10:52:40.282616
3.1,0.67,0.19,2018-12-11 10:52:40.304561
1.51,0.42,0.01,2018-12-11 10:52:40.326197
0.82,0.68,0.43,2018-12-11 10:52:40.347945
0.68,0.88,0.67,2018-12-11 10:52:40.369548
0.27,0.91,0.46,2018-12-11 10:52:40.390713
0.1,0.38,0.28,2018-12-11 10:52:40.412593
0.44,0.27,0.06,2018-12-11 10:52:40.434696
0.63,0.33,0.1,2018-12-11 10:52:40.456307
1.03,0.37,0.25,2018-12-11 10:52:40.478070
1.13,0.54,0.08,2018-12-11 10:52:40.499705
0.95,0.81,0.03,2018-12-11 10:52:40.521309
0.78,0.88,0.08,2018-12-11 10:52:40.542866
0.77,0.77,0.03,2018-12-11 10:52:40.564558
0.77,0.77,0.05,2018-12-11 10:52:40.586028
0.76,0.74,0.04,2018-12-11 10:52:40.607615
0.67,0.78,0.06,2018-12-11 10:52:40.628802
0.56,0.76,0.06,2018-12-11 10:52:40.649836
0.44,0.78,0.04,2018-12-11 10:52:40.671515
0.47,0.83,0.02,2018-12-11 10:52:40.693402
0.5,0.85,0.01,2018-12-11 10:52:40.715210
0.62,0.79,0.01,2018-12-11 10:52:40.736988
0.58,0.76,0.03,2018-12-11 10:52:40.758804
0.59,0.72,0.05,2018-12-11 10:52:40.780494
0.63,0.66,0.1,2018-12-11 10:52:40.803177
0.69,0.5,0.12,2018-12-11 10:52:40.827537
0.74,0.38,0.18,2018-12-11 10:52:40.849175
0.79,0.1,0.25,2018-12-11 10:52:40.870955
1.56,0.16,0.61,2018-12-11 10:52:40.892841
2.35,0.34,0.98,2018-12-11 10:52:40.914284
2.34,0.7,0.63,2018-12-11 10:52:40.935766
0.88,0.66,0.14,2018-12-11 10:52:40.957092
0.27,0.97,1.08,2018-12-11 10:52:40.978577
2.29,0.31,2.58,2018-12-11 10:52:41.000318
3.26,0.35,1.73,2018-12-11 10:52:41.021932
4.36,0.84,0.05,2018-12-11 10:52:41.043797
3.34,0.16,0.09,2018-12-11 10:52:41.065569
1.62,0.49,0.23,2018-12-11 10:52:41.087123
0.89,0.64,0.46,2018-12-11 10:52:41.109517
0.41,0.6,0.49,2018-12-11 10:52:41.130592
0.22,0.48,0.35,2018-12-11 10:52:41.153577
0.57,0.31,0.26,2018-12-11 10:52:41.175329
0.82,0.26,0.01,2018-12-11 10:52:41.197096
0.89,0.32,0.07,2018-12-11 10:52:41.218600
1.0,0.47,0.07,2018-12-11 10:52:41.240095
1.13,0.58,0.06,2018-12-11 10:52:41.261706
1.15,0.72,0.03,2018-12-11 10:52:41.283696
0.99,0.76,0.16,2018-12-11 10:52:41.304808
0.88,0.81,0.17,2018-12-11 10:52:41.327241
0.77,0.73,0.04,2018-12-11 10:52:41.349460
0.75,0.67,0.1,2018-12-11 10:52:41.371169
0.67,0.56,0.11,2018-12-11 10:52:41.392835
0.52,0.59,0.04,2018-12-11 10:52:41.414549
0.48,0.81,0.14,2018-12-11 10:52:41.436345
0.59,0.86,0.14,2018-12-11 10:52:41.458191
0.62,0.91,0.12,2018-12-11 10:52:41.479952
0.63,0.89,0.1,2018-12-11 10:52:41.501549
0.61,0.86,0.06,2018-12-11 10:52:41.523216
0.62,0.75,0.09,2018-12-11 10:52:41.544800
0.63,0.71,0.06,2018-12-11 10:52:41.566606
0.64,0.64,0.0,2018-12-11 10:52:41.588398
0.73,0.58,0.04,2018-12-11 10:52:41.610174
0.73,0.43,0.08,2018-12-11 10:52:41.632092
0.8,0.28,0.13,2018-12-11 10:52:41.654295
0.92,0.11,0.39,2018-12-11 10:52:41.675404
2.4,0.11,0.77,2018-12-11 10:52:41.697051
3.26,0.53,0.83,2018-12-11 10:52:41.718158
1.96,1.09,0.45,2018-12-11 10:52:41.740429
0.21,1.5,0.71,2018-12-11 10:52:41.763880
2.42,0.16,2.02,2018-12-11 10:52:41.790321
5.03,0.11,0.34,2018-12-11 10:52:41.812220
4.12,0.54,0.06,2018-12-11 10:52:41.834372
2.49,0.04,0.21,2018-12-11 10:52:41.855868
1.49,0.95,0.2,2018-12-11 10:52:41.877477
0.75,0.88,0.45,2018-12-11 10:52:41.899186
0.46,0.84,0.43,2018-12-11 10:52:41.921069
0.09,0.52,0.21,2018-12-11 10:52:41.942770
0.38,0.39,0.01,2018-12-11 10:52:41.964546
0.58,0.43,0.16,2018-12-11 10:52:41.986035
0.69,0.4,0.18,2018-12-11 10:52:42.007623
0.8,0.65,0.08,2018-12-11 10:52:42.029426
0.85,0.78,0.05,2018-12-11 10:52:42.050936
0.83,0.89,0.13,2018-12-11 10:52:42.072788
0.74,0.89,0.17,2018-12-11 10:52:42.094791
0.78,0.86,0.1,2018-12-11 10:52:42.118228
0.79,0.76,0.02,2018-12-11 10:52:42.139859
0.77,0.71,0.06,2018-12-11 10:52:42.161753
0.73,0.67,0.05,2018-12-11 10:52:42.183925
0.65,0.69,0.0,2018-12-11 10:52:42.205432
0.66,0.76,0.02,2018-12-11 10:52:42.227068
0.69,0.73,0.02,2018-12-11 10:52:42.248858
0.72,0.7,0.04,2018-12-11 10:52:42.269956
0.68,0.72,0.01,2018-12-11 10:52:42.292045
0.68,0.77,0.02,2018-12-11 10:52:42.313916
0.69,0.72,0.06,2018-12-11 10:52:42.336052
0.7,0.56,0.1,2018-12-11 10:52:42.357582
0.69,0.44,0.24,2018-12-11 10:52:42.379362
0.77,0.14,0.25,2018-12-11 10:52:42.400901
0.87,0.07,0.38,2018-12-11 10:52:42.422836
1.24,0.28,0.5,2018-12-11 10:52:42.444579
2.56,0.58,0.72,2018-12-11 10:52:42.466093
2.58,0.63,0.27,2018-12-11 10:52:42.487616
1.08,0.62,0.29,2018-12-11 10:52:42.509363
0.84,0.05,1.39,2018-12-11 10:52:42.530941
1.56,0.78,1.6,2018-12-11 10:52:42.552877
2.31,0.12,0.19,2018-12-11 10:52:42.574925
4.13,1.46,0.81,2018-12-11 10:52:42.596638
3.73,0.18,0.06,2018-12-11 10:52:42.618425
2.51,0.83,0.36,2018-12-11 10:52:42.640042
1.2,0.73,0.37,2018-12-11 10:52:42.661186
0.48,0.63,0.31,2018-12-11 10:52:42.683695
0.03,0.37,0.25,2018-12-11 10:52:42.705295
0.47,0.2,0.08,2018-12-11 10:52:42.726367
0.68,0.2,0.03,2018-12-11 10:52:42.748118
0.9,0.31,0.07,2018-12-11 10:52:42.769939
0.97,0.43,0.04,2018-12-11 10:52:42.791617
1.02,0.54,0.0,2018-12-11 10:52:42.813530
1.13,0.59,0.08,2018-12-11 10:52:42.835214
1.16,0.74,0.14,2018-12-11 10:52:42.856977
1.04,0.68,0.12,2018-12-11 10:52:42.878796
0.97,0.63,0.06,2018-12-11 10:52:42.900395
0.87,0.59,0.02,2018-12-11 10:52:42.921454
0.73,0.66,0.03,2018-12-11 10:52:42.944111
0.68,0.62,0.09,2018-12-11 10:52:42.965802
0.7,0.78,0.12,2018-12-11 10:52:42.987527
0.68,0.86,0.12,2018-12-11 10:52:43.009305
0.69,0.83,0.1,2018-12-11 10:52:43.030895
0.69,0.82,0.1,2018-12-11 10:52:43.052577
0.69,0.79,0.1,2018-12-11 10:52:43.075225
0.68,0.68,0.02,2018-12-11 10:52:43.096739
0.71,0.62,0.06,2018-12-11 10:52:43.118281
0.8,0.48,0.06,2018-12-11 10:52:43.139705
0.8,0.34,0.09,2018-12-11 10:52:43.161582
0.83,0.09,0.11,2018-12-11 10:52:43.183684
1.07,0.39,0.44,2018-12-11 10:52:43.205034
2.36,0.77,0.72,2018-12-11 10:52:43.226393
2.92,0.92,0.66,2018-12-11 10:52:43.248871
1.61,0.87,0.12,2018-12-11 10:52:43.276704
0.16,0.89,1.01,2018-12-11 10:52:43.298257
2.17,0.44,1.87,2018-12-11 10:52:43.319727
2.3,0.1,1.21,2018-12-11 10:52:43.341682
4.08,1.14,0.48,2018-12-11 10:52:43.363777
3.85,0.09,0.06,2018-12-11 10:52:43.385438
2.59,0.73,0.13,2018-12-11 10:52:43.407227
1.18,0.75,0.4,2018-12-11 10:52:43.429155
0.76,0.85,0.58,2018-12-11 10:52:43.450936
0.2,0.72,0.57,2018-12-11 10:52:43.472805
0.33,0.26,0.3,2018-12-11 10:52:43.494546
0.57,0.09,0.06,2018-12-11 10:52:43.516045
0.91,0.08,0.06,2018-12-11 10:52:43.537799
1.1,0.27,0.06,2018-12-11 10:52:43.559245
1.24,0.33,0.04,2018-12-11 10:52:43.580748
1.33,0.66,0.16,2018-12-11 10:52:43.602408
1.24,0.76,0.24,2018-12-11 10:52:43.624259
1.16,0.68,0.16,2018-12-11 10:52:43.645763
0.96,0.56,0.03,2018-12-11 10:52:43.667262
0.86,0.47,0.1,2018-12-11 10:52:43.688620
0.67,0.54,0.03,2018-12-11 10:52:43.710054
0.56,0.64,0.02,2018-12-11 10:52:43.731893
0.59,0.7,0.06,2018-12-11 10:52:43.754130
0.66,0.81,0.14,2018-12-11 10:52:43.775923
0.67,0.83,0.14,2018-12-11 10:52:43.797515
0.67,0.83,0.13,2018-12-11 10:52:43.819283
0.67,0.8,0.11,2018-12-11 10:52:43.841133
0.67,0.69,0.09,2018-12-11 10:52:43.863103
0.67,0.65,0.02,2018-12-11 10:52:43.885443
0.69,0.57,0.01,2018-12-11 10:52:43.907314
0.74,0.52,0.07,2018-12-11 10:52:43.929130
0.81,0.37,0.08,2018-12-11 10:52:43.950927
0.9,0.07,0.14,2018-12-11 10:52:43.972804
1.41,0.0,0.22,2018-12-11 10:52:43.994807
2.09,0.25,0.35,2018-12-11 10:52:44.015895
2.18,0.39,0.42,2018-12-11 10:52:44.036987
1.69,0.84,0.35,2018-12-11 10:52:44.060357
0.32,1.05,0.39,2018-12-11 10:52:44.082235
1.98,0.32,2.18,2018-12-11 10:52:44.104094
2.4,1.56,2.32,2018-12-11 10:52:44.125214
3.53,0.12,0.49,2018-12-11 10:52:44.146300
3.88,1.35,0.39,2018-12-11 10:52:44.166767
3.09,0.49,0.24,2018-12-11 10:52:44.187938
1.59,0.3,0.16,2018-12-11 10:52:44.208425
1.0,0.72,0.66,2018-12-11 10:52:44.231318
0.71,0.88,0.89,2018-12-11 10:52:44.253387
0.2,0.69,0.58,2018-12-11 10:52:44.275000
0.07,0.21,0.35,2018-12-11 10:52:44.296522
0.56,0.13,0.06,2018-12-11 10:52:44.318028
0.85,0.09,0.19,2018-12-11 10:52:44.339708
1.17,0.32,0.0,2018-12-11 10:52:44.361287
1.21,0.57,0.06,2018-12-11 10:52:44.383029
1.18,0.8,0.17,2018-12-11 10:52:44.404940
1.06,0.74,0.23,2018-12-11 10:52:44.427031
0.98,0.61,0.15,2018-12-11 10:52:44.448590
0.95,0.53,0.0,2018-12-11 10:52:44.470114
0.89,0.42,0.1,2018-12-11 10:52:44.491796
0.79,0.55,0.03,2018-12-11 10:52:44.513703
0.63,0.57,0.06,2018-12-11 10:52:44.535359
0.64,0.64,0.07,2018-12-11 10:52:44.557028
0.68,0.76,0.15,2018-12-11 10:52:44.580526
0.69,0.79,0.07,2018-12-11 10:52:44.602207
0.7,0.78,0.07,2018-12-11 10:52:44.624246
0.69,0.69,0.02,2018-12-11 10:52:44.645899
0.7,0.67,0.01,2018-12-11 10:52:44.667631
0.71,0.64,0.0,2018-12-11 10:52:44.689517
0.73,0.6,0.02,2018-12-11 10:52:44.711396
0.78,0.54,0.07,2018-12-11 10:52:44.733379
0.81,0.35,0.21,2018-12-11 10:52:44.754941
0.88,0.1,0.33,2018-12-11 10:52:44.782443
1.16,0.01,0.48,2018-12-11 10:52:44.804403
1.91,0.16,0.36,2018-12-11 10:52:44.826018
2.02,0.43,0.37,2018-12-11 10:52:44.847746
1.54,0.69,0.37,2018-12-11 10:52:44.869554
0.94,0.97,0.08,2018-12-11 10:52:44.891413
0.31,1.06,1.02,2018-12-11 10:52:44.913530
2.31,0.13,2.17,2018-12-11 10:52:44.934986
2.89,0.79,1.74,2018-12-11 10:52:44.956583
4.51,0.72,0.27,2018-12-11 10:52:44.978408
3.44,0.71,0.14,2018-12-11 10:52:45.000026
2.14,0.66,0.24,2018-12-11 10:52:45.021707
1.22,0.73,0.64,2018-12-11 10:52:45.043655
0.93,0.93,0.91,2018-12-11 10:52:45.065352
0.24,0.77,0.72,2018-12-11 10:52:45.087085
0.17,0.01,0.46,2018-12-11 10:52:45.109349
0.62,0.19,0.1,2018-12-11 10:52:45.131058
1.11,0.15,0.03,2018-12-11 10:52:45.153858
1.33,0.04,0.02,2018-12-11 10:52:45.175476
1.44,0.34,0.09,2018-12-11 10:52:45.197235
1.35,0.79,0.26,2018-12-11 10:52:45.218975
1.12,0.79,0.32,2018-12-11 10:52:45.240629
1.02,0.54,0.13,2018-12-11 10:52:45.262222
1.07,0.35,0.02,2018-12-11 10:52:45.284266
0.96,0.27,0.11,2018-12-11 10:52:45.305938
0.85,0.41,0.01,2018-12-11 10:52:45.327721
